DateTime,Open,High,Low,Close,Volume,OpenInt
2013-12-01 18:00:00.000,2.852,2.852,2.8459,2.8459,6,0
2013-12-01 18:01:00.000,2.849,2.849,2.849,2.849,10,0
2013-12-01 18:06:00.000,2.849,2.849,2.849,2.849,5,0
2013-12-01 18:11:00.000,2.8483,2.8483,2.8483,2.8483,2,0
2013-12-02 06:34:00.000,2.848,2.848,2.848,2.848,1,0
2013-12-02 08:43:00.000,2.8498,2.85,2.8498,2.85,3,0
2013-12-02 09:01:00.000,2.8498,2.8498,2.8498,2.8498,1,0
2013-12-02 09:10:00.000,2.8629,2.8629,2.8629,2.8629,1,0
2013-12-02 09:17:00.000,2.8622,2.8622,2.86,2.86,51,0
2013-12-02 09:23:00.000,2.8602,2.8602,2.8602,2.8602,2,0
2013-12-02 09:26:00.000,2.8627,2.8627,2.862,2.862,25,0
2013-12-02 09:29:00.000,2.8626,2.8626,2.8626,2.8626,10,0
2013-12-02 09:30:00.000,2.8633,2.8633,2.8632,2.8632,15,0
2013-12-02 09:34:00.000,2.8585,2.8585,2.8585,2.8585,1,0
2013-12-02 09:45:00.000,2.8544,2.8544,2.8541,2.8541,5,0
2013-12-02 09:52:00.000,2.8587,2.8587,2.8587,2.8587,5,0
2013-12-02 09:53:00.000,2.8584,2.8589,2.8584,2.8589,4,0
2013-12-02 09:58:00.000,2.8617,2.8617,2.8617,2.8617,1,0
2013-12-02 10:04:00.000,2.8615,2.8615,2.8615,2.8615,2,0
2013-12-02 10:09:00.000,2.8626,2.8626,2.8616,2.8616,25,0
2013-12-02 10:11:00.000,2.8672,2.8672,2.8654,2.8654,25,0
2013-12-02 10:12:00.000,2.8712,2.8712,2.8712,2.8712,1,0
2013-12-02 10:13:00.000,2.8698,2.8698,2.8673,2.8673,25,0
2013-12-02 10:18:00.000,2.8633,2.8633,2.8633,2.8633,1,0
2013-12-02 10:43:00.000,2.8655,2.8655,2.8655,2.8655,1,0
2013-12-02 10:48:00.000,2.8623,2.8623,2.8614,2.8615,4,0
2013-12-02 11:08:00.000,2.8664,2.8664,2.8664,2.8664,1,0
2013-12-02 11:11:00.000,2.8675,2.8675,2.8665,2.8665,3,0
2013-12-02 11:14:00.000,2.8667,2.8667,2.8667,2.8667,2,0
2013-12-02 11:15:00.000,2.8675,2.8675,2.8675,2.8675,2,0
2013-12-02 11:55:00.000,2.8982,2.8982,2.8982,2.8982,1,0
2013-12-02 12:08:00.000,2.896,2.896,2.896,2.896,8,0
2013-12-02 12:43:00.000,2.8935,2.8938,2.8935,2.8938,4,0
2013-12-02 12:44:00.000,2.8944,2.8944,2.8944,2.8944,2,0
2013-12-02 12:56:00.000,2.8951,2.8951,2.8951,2.8951,1,0
2013-12-02 13:00:00.000,2.8941,2.8941,2.8941,2.8941,4,0
2013-12-02 13:03:00.000,2.8943,2.8943,2.8943,2.8943,3,0
2013-12-02 13:42:00.000,2.895,2.895,2.895,2.895,13,0
2013-12-02 13:43:00.000,2.897,2.8971,2.8969,2.897,30,0
2013-12-02 13:44:00.000,2.897,2.897,2.897,2.897,1,0
2013-12-02 13:45:00.000,2.898,2.8982,2.898,2.8982,10,0
2013-12-02 13:46:00.000,2.8991,2.9003,2.8991,2.9003,37,0
2013-12-02 13:47:00.000,2.8987,2.8987,2.8985,2.8985,7,0
2013-12-02 13:48:00.000,2.8985,2.8985,2.8985,2.8985,2,0
2013-12-02 13:51:00.000,2.897,2.897,2.897,2.897,1,0
2013-12-02 13:57:00.000,2.8986,2.8986,2.8969,2.8969,2,0
2013-12-02 13:58:00.000,2.8971,2.8971,2.8971,2.8971,1,0
2013-12-02 13:59:00.000,2.8974,2.8974,2.8968,2.8968,2,0
2013-12-02 14:00:00.000,2.8968,2.8968,2.8957,2.896,3,0
2013-12-02 14:01:00.000,2.8956,2.8958,2.895,2.895,3,0
2013-12-02 14:02:00.000,2.895,2.8953,2.895,2.8952,4,0
2013-12-02 14:03:00.000,2.895,2.895,2.8927,2.8927,11,0
2013-12-02 14:04:00.000,2.8872,2.8889,2.887,2.887,4,0
2013-12-02 14:05:00.000,2.8882,2.8882,2.8863,2.8863,4,0
2013-12-02 14:06:00.000,2.8874,2.8874,2.8853,2.8864,3,0
2013-12-02 14:07:00.000,2.8879,2.8879,2.8879,2.8879,1,0
2013-12-02 14:25:00.000,2.8787,2.8789,2.8787,2.8789,4,0
2013-12-02 14:28:00.000,2.8775,2.8775,2.8775,2.8775,1,0
2013-12-02 14:33:00.000,2.8815,2.882,2.8815,2.882,4,0
2013-12-02 15:54:00.000,2.8761,2.8761,2.8761,2.8761,1,0
2013-12-02 15:56:00.000,2.8775,2.8779,2.8775,2.8779,7,0
2013-12-02 15:58:00.000,2.8783,2.8784,2.8783,2.8784,2,0
2013-12-03 04:24:00.000,2.8791,2.8791,2.8791,2.8791,1,0
2013-12-03 08:24:00.000,2.8786,2.8786,2.8786,2.8786,1,0
2013-12-03 09:00:00.000,2.8825,2.8825,2.8825,2.8825,1,0
2013-12-03 09:17:00.000,2.8793,2.8793,2.8793,2.8793,45,0
2013-12-03 09:18:00.000,2.8815,2.8815,2.8815,2.8815,2,0
2013-12-03 09:21:00.000,2.8817,2.8817,2.8817,2.8817,1,0
2013-12-03 09:23:00.000,2.8832,2.8832,2.8832,2.8832,1,0
2013-12-03 09:26:00.000,2.8836,2.8836,2.8836,2.8836,1,0
2013-12-03 09:29:00.000,2.8885,2.8885,2.8885,2.8885,1,0
2013-12-03 09:31:00.000,2.892,2.892,2.8912,2.8912,2,0
2013-12-03 09:34:00.000,2.8899,2.8899,2.8899,2.8899,1,0
2013-12-03 09:37:00.000,2.8891,2.8891,2.8891,2.8891,1,0
2013-12-03 09:41:00.000,2.8927,2.8927,2.8927,2.8927,1,0
2013-12-03 09:43:00.000,2.8951,2.8951,2.8951,2.8951,1,0
2013-12-03 09:45:00.000,2.8933,2.8933,2.8933,2.8933,1,0
2013-12-03 09:46:00.000,2.8941,2.8941,2.893,2.893,15,0
2013-12-03 09:47:00.000,2.893,2.893,2.8925,2.8925,4,0
2013-12-03 09:48:00.000,2.8925,2.8925,2.892,2.892,5,0
2013-12-03 09:50:00.000,2.8912,2.8912,2.8912,2.8912,1,0
2013-12-03 09:51:00.000,2.8906,2.8906,2.8885,2.8885,27,0
2013-12-03 09:52:00.000,2.8911,2.8911,2.8911,2.8911,1,0
2013-12-03 09:53:00.000,2.8908,2.8908,2.8891,2.8906,30,0
2013-12-03 09:55:00.000,2.8971,2.8971,2.8963,2.8963,23,0
2013-12-03 09:58:00.000,2.8919,2.8924,2.8919,2.8924,2,0
2013-12-03 10:01:00.000,2.8984,2.8984,2.8964,2.8964,11,0
2013-12-03 10:02:00.000,2.8952,2.8952,2.8945,2.8945,14,0
2013-12-03 10:04:00.000,2.8951,2.8951,2.8951,2.8951,1,0
2013-12-03 10:07:00.000,2.8947,2.8947,2.8947,2.8947,1,0
2013-12-03 10:09:00.000,2.8979,2.8979,2.8979,2.8979,2,0
2013-12-03 10:13:00.000,2.895,2.895,2.895,2.895,1,0
2013-12-03 10:15:00.000,2.8945,2.8945,2.8945,2.8945,1,0
2013-12-03 10:17:00.000,2.8977,2.8977,2.8977,2.8977,1,0
2013-12-03 10:19:00.000,2.9003,2.9003,2.9003,2.9003,1,0
2013-12-03 10:21:00.000,2.8995,2.8995,2.8995,2.8995,1,0
2013-12-03 10:22:00.000,2.897,2.897,2.897,2.897,1,0
2013-12-03 10:25:00.000,2.8969,2.8969,2.8969,2.8969,1,0
2013-12-03 10:28:00.000,2.8964,2.8978,2.8964,2.8977,3,0
2013-12-03 10:31:00.000,2.8964,2.8964,2.895,2.895,15,0
2013-12-03 10:45:00.000,2.9041,2.9041,2.9041,2.9041,1,0
2013-12-03 10:52:00.000,2.9069,2.9069,2.9069,2.9069,2,0
2013-12-03 11:02:00.000,2.9035,2.9035,2.9035,2.9035,3,0
2013-12-03 11:04:00.000,2.9035,2.9035,2.9035,2.9035,5,0
2013-12-03 11:05:00.000,2.9035,2.9037,2.9035,2.9036,27,0
2013-12-03 11:09:00.000,2.9025,2.9028,2.9025,2.9028,3,0
2013-12-03 11:10:00.000,2.9028,2.903,2.9028,2.903,3,0
2013-12-03 11:14:00.000,2.9014,2.9014,2.9014,2.9014,1,0
2013-12-03 11:33:00.000,2.909,2.909,2.909,2.909,6,0
2013-12-03 11:44:00.000,2.9027,2.9037,2.9021,2.9021,26,0
2013-12-03 11:48:00.000,2.9006,2.9006,2.9006,2.9006,17,0
2013-12-03 12:08:00.000,2.9046,2.9046,2.9046,2.9046,1,0
2013-12-03 12:09:00.000,2.9043,2.9043,2.9043,2.9043,1,0
2013-12-03 12:11:00.000,2.9021,2.9024,2.9021,2.9024,2,0
2013-12-03 12:14:00.000,2.9083,2.9083,2.9083,2.9083,2,0
2013-12-03 12:16:00.000,2.9057,2.9057,2.9057,2.9057,6,0
2013-12-03 12:29:00.000,2.907,2.907,2.9063,2.9063,7,0
2013-12-03 12:30:00.000,2.907,2.907,2.907,2.907,1,0
2013-12-03 12:55:00.000,2.9126,2.9127,2.9126,2.9127,5,0
2013-12-03 13:03:00.000,2.9108,2.9108,2.9108,2.9108,3,0
