DateTime,Open,High,Low,Close,Volume,OpenInt
2013-12-03 13:04:00.000,2.9108,2.9111,2.9108,2.9111,7,0
2013-12-03 13:05:00.000,2.9115,2.9115,2.9112,2.9112,5,0
2013-12-03 13:10:00.000,2.9147,2.9148,2.9147,2.9148,4,0
2013-12-03 13:17:00.000,2.9145,2.9145,2.9129,2.9129,3,0
2013-12-03 13:20:00.000,2.9152,2.9152,2.9152,2.9152,1,0
2013-12-03 13:26:00.000,2.92,2.92,2.9189,2.9189,15,0
2013-12-03 13:35:00.000,2.9207,2.9207,2.9207,2.9207,1,0
2013-12-03 13:41:00.000,2.9183,2.9183,2.9183,2.9183,5,0
2013-12-03 13:42:00.000,2.9206,2.9206,2.9206,2.9206,3,0
2013-12-03 13:43:00.000,2.9207,2.9207,2.9206,2.9206,8,0
2013-12-03 13:44:00.000,2.9205,2.9208,2.9205,2.9205,6,0
2013-12-03 13:54:00.000,2.9207,2.9207,2.9207,2.9207,1,0
2013-12-03 14:08:00.000,2.918,2.918,2.9173,2.9173,7,0
2013-12-03 14:09:00.000,2.9169,2.9169,2.9169,2.9169,1,0
2013-12-03 14:11:00.000,2.9178,2.9189,2.9178,2.9189,4,0
2013-12-03 14:12:00.000,2.9195,2.9195,2.9195,2.9195,1,0
2013-12-03 14:14:00.000,2.9184,2.9184,2.9184,2.9184,1,0
2013-12-03 14:15:00.000,2.9176,2.9176,2.9161,2.9161,26,0
2013-12-03 14:16:00.000,2.9164,2.9183,2.9161,2.918,21,0
2013-12-03 14:17:00.000,2.9172,2.9172,2.9172,2.9172,1,0
2013-12-03 14:18:00.000,2.9169,2.9171,2.9169,2.9171,2,0
2013-12-03 14:19:00.000,2.9179,2.9179,2.9179,2.9179,1,0
2013-12-03 14:20:00.000,2.9179,2.9179,2.9172,2.9175,12,0
2013-12-03 14:21:00.000,2.9173,2.9191,2.9173,2.9191,29,0
2013-12-03 14:22:00.000,2.919,2.919,2.9182,2.9189,30,0
2013-12-03 14:23:00.000,2.918,2.918,2.9178,2.9178,4,0
2013-12-03 14:24:00.000,2.9178,2.9178,2.9178,2.9178,6,0
2013-12-03 14:25:00.000,2.9173,2.9187,2.9173,2.9186,25,0
2013-12-03 14:26:00.000,2.9187,2.92,2.9187,2.9188,54,0
2013-12-03 14:27:00.000,2.9188,2.9197,2.9188,2.9188,10,0
2013-12-03 14:28:00.000,2.9183,2.9201,2.9169,2.9169,61,0
2013-12-03 14:29:00.000,2.9189,2.9201,2.9189,2.9195,42,0
2013-12-03 14:30:00.000,2.919,2.9192,2.9183,2.9183,7,0
2013-12-03 14:33:00.000,2.9181,2.9188,2.9181,2.9185,16,0
2013-12-03 14:34:00.000,2.9185,2.9191,2.9185,2.919,15,0
2013-12-03 14:37:00.000,2.9188,2.9188,2.9188,2.9188,3,0
2013-12-03 14:38:00.000,2.9192,2.9196,2.919,2.9196,18,0
2013-12-03 14:39:00.000,2.9195,2.9195,2.9195,2.9195,1,0
2013-12-03 14:40:00.000,2.9195,2.92,2.9195,2.92,7,0
2013-12-03 14:41:00.000,2.9204,2.9209,2.9204,2.9209,2,0
2013-12-03 14:42:00.000,2.9207,2.9211,2.9207,2.9211,11,0
2013-12-03 14:44:00.000,2.9208,2.9208,2.9202,2.9202,12,0
2013-12-03 14:45:00.000,2.9202,2.9205,2.9202,2.9202,5,0
2013-12-03 14:46:00.000,2.9202,2.9209,2.9202,2.9209,6,0
2013-12-03 14:47:00.000,2.9202,2.9212,2.9202,2.9212,4,0
2013-12-03 14:48:00.000,2.9215,2.9218,2.9215,2.9218,15,0
2013-12-03 14:49:00.000,2.9215,2.9215,2.9212,2.9212,2,0
2013-12-03 14:51:00.000,2.9217,2.9223,2.9217,2.9223,8,0
2013-12-03 14:54:00.000,2.9219,2.9228,2.9219,2.9227,9,0
2013-12-03 15:14:00.000,2.9235,2.9235,2.9212,2.9219,5,0
2013-12-03 15:19:00.000,2.9211,2.9214,2.9211,2.9213,9,0
2013-12-03 15:21:00.000,2.9213,2.9214,2.9213,2.9214,4,0
2013-12-03 15:23:00.000,2.9215,2.9215,2.9215,2.9215,1,0
2013-12-03 15:24:00.000,2.9216,2.9221,2.9216,2.9219,13,0
2013-12-03 15:25:00.000,2.9219,2.9219,2.9219,2.9219,6,0
2013-12-03 15:27:00.000,2.9219,2.9221,2.9216,2.9221,14,0
2013-12-03 15:59:00.000,2.9208,2.9208,2.9207,2.9207,5,0
2013-12-03 16:14:00.000,2.9206,2.9206,2.9206,2.9206,2,0
2013-12-03 16:20:00.000,2.9206,2.9206,2.9206,2.9206,1,0
2013-12-03 16:21:00.000,2.9206,2.9206,2.9206,2.9206,2,0
2013-12-03 16:23:00.000,2.9206,2.9206,2.9206,2.9206,1,0
2013-12-03 16:30:00.000,2.9206,2.9206,2.9206,2.9206,6,0
2013-12-03 16:31:00.000,2.9256,2.926,2.9256,2.926,2,0
2013-12-03 16:32:00.000,2.9206,2.9206,2.9206,2.9206,2,0
2013-12-03 16:33:00.000,2.9211,2.9211,2.9211,2.9211,1,0
2013-12-03 16:52:00.000,2.9236,2.9236,2.9235,2.9235,3,0
2013-12-03 16:53:00.000,2.9242,2.9242,2.9242,2.9242,3,0
2013-12-03 16:54:00.000,2.924,2.924,2.924,2.924,1,0
2013-12-03 16:56:00.000,2.9244,2.9244,2.9244,2.9244,2,0
2013-12-03 16:57:00.000,2.9253,2.9253,2.9253,2.9253,2,0
2013-12-03 16:59:00.000,2.9242,2.9242,2.9242,2.9242,4,0
2013-12-03 17:02:00.000,2.9236,2.9236,2.9235,2.9235,3,0
2013-12-03 17:05:00.000,2.923,2.923,2.923,2.923,1,0
2013-12-03 17:07:00.000,2.9231,2.9231,2.9231,2.9231,1,0
2013-12-04 04:51:00.000,2.91,2.91,2.91,2.91,1,0
2013-12-04 06:16:00.000,2.9129,2.9129,2.9129,2.9129,1,0
2013-12-04 06:17:00.000,2.9116,2.9116,2.9115,2.9115,3,0
2013-12-04 06:30:00.000,2.908,2.908,2.908,2.908,2,0
2013-12-04 06:31:00.000,2.9094,2.9098,2.9094,2.9098,2,0
2013-12-04 06:33:00.000,2.9081,2.9082,2.9081,2.9082,2,0
2013-12-04 07:07:00.000,2.9066,2.9066,2.9066,2.9066,2,0
2013-12-04 07:18:00.000,2.906,2.9069,2.9058,2.9069,18,0
2013-12-04 07:45:00.000,2.9056,2.9056,2.9012,2.902,17,0
2013-12-04 07:49:00.000,2.899,2.899,2.899,2.899,2,0
2013-12-04 07:50:00.000,2.9017,2.9017,2.9017,2.9017,1,0
2013-12-04 08:06:00.000,2.9022,2.9022,2.9016,2.9021,5,0
2013-12-04 08:14:00.000,2.9025,2.9025,2.9015,2.9024,5,0
2013-12-04 08:22:00.000,2.9072,2.9074,2.9068,2.9068,4,0
2013-12-04 08:36:00.000,2.91,2.9105,2.91,2.9105,25,0
2013-12-04 08:38:00.000,2.9098,2.9098,2.9083,2.9083,3,0
2013-12-04 08:40:00.000,2.9078,2.9078,2.9078,2.9078,3,0
2013-12-04 08:41:00.000,2.9075,2.9075,2.9075,2.9075,5,0
2013-12-04 08:42:00.000,2.9075,2.9075,2.9075,2.9075,1,0
2013-12-04 08:43:00.000,2.9089,2.9095,2.9089,2.9095,3,0
2013-12-04 08:44:00.000,2.9095,2.9095,2.9095,2.9095,8,0
2013-12-04 08:51:00.000,2.9059,2.9059,2.9059,2.9059,1,0
2013-12-04 08:53:00.000,2.9059,2.9059,2.9059,2.9059,2,0
2013-12-04 08:54:00.000,2.9057,2.9057,2.9057,2.9057,3,0
2013-12-04 08:55:00.000,2.9059,2.9059,2.905,2.9054,4,0
2013-12-04 08:59:00.000,2.9061,2.9062,2.9045,2.9058,22,0
2013-12-04 09:00:00.000,2.906,2.9102,2.906,2.9102,38,0
2013-12-04 09:01:00.000,2.9097,2.9102,2.9097,2.9102,3,0
2013-12-04 09:05:00.000,2.9162,2.9162,2.9162,2.9162,1,0
2013-12-04 09:07:00.000,2.9166,2.917,2.9166,2.917,4,0
2013-12-04 09:10:00.000,2.9154,2.9154,2.9154,2.9154,1,0
2013-12-04 09:13:00.000,2.9184,2.9191,2.9184,2.9191,4,0
2013-12-04 09:26:00.000,2.9177,2.9177,2.9177,2.9177,1,0
2013-12-04 09:27:00.000,2.9192,2.9198,2.9192,2.9198,14,0
2013-12-04 09:28:00.000,2.9197,2.9205,2.9197,2.9203,8,0
2013-12-04 09:30:00.000,2.917,2.9178,2.917,2.9178,3,0
2013-12-04 09:31:00.000,2.917,2.917,2.917,2.917,49,0
2013-12-04 09:32:00.000,2.917,2.9171,2.9165,2.9165,56,0
2013-12-04 09:33:00.000,2.9157,2.9157,2.9157,2.9157,1,0
2013-12-04 09:34:00.000,2.9127,2.9127,2.9124,2.9124,4,0
2013-12-04 09:37:00.000,2.9158,2.9158,2.9158,2.9158,1,0
2013-12-04 09:38:00.000,2.9181,2.9181,2.9172,2.9172,2,0
2013-12-04 09:40:00.000,2.918,2.918,2.918,2.918,1,0
2013-12-04 09:42:00.000,2.9173,2.9173,2.9173,2.9173,1,0
2013-12-04 09:44:00.000,2.9169,2.9169,2.9169,2.9169,1,0
2013-12-04 09:46:00.000,2.9165,2.9165,2.9165,2.9165,1,0
2013-12-04 09:49:00.000,2.9189,2.9189,2.9166,2.9166,2,0
2013-12-04 09:50:00.000,2.917,2.917,2.917,2.917,1,0
2013-12-04 09:52:00.000,2.9187,2.9187,2.9187,2.9187,1,0
2013-12-04 09:54:00.000,2.9193,2.9193,2.9193,2.9193,4,0
2013-12-04 09:55:00.000,2.9198,2.9205,2.9196,2.9199,6,0
2013-12-04 09:56:00.000,2.9191,2.9191,2.9176,2.9177,10,0
2013-12-04 09:57:00.000,2.9198,2.9198,2.9198,2.9198,2,0
2013-12-04 09:59:00.000,2.9196,2.9201,2.9196,2.9201,3,0
2013-12-04 10:00:00.000,2.9195,2.9195,2.9192,2.9192,2,0
2013-12-04 10:02:00.000,2.9175,2.9175,2.9175,2.9175,1,0
2013-12-04 10:03:00.000,2.9165,2.9189,2.9165,2.9189,10,0
2013-12-04 10:04:00.000,2.9188,2.9195,2.9188,2.9195,5,0
2013-12-04 10:05:00.000,2.9205,2.9205,2.9202,2.9205,3,0
2013-12-04 10:06:00.000,2.9202,2.9218,2.9202,2.9216,7,0
2013-12-04 10:07:00.000,2.9219,2.9219,2.9219,2.9219,2,0
2013-12-04 10:08:00.000,2.9217,2.9217,2.9217,2.9217,3,0
2013-12-04 10:09:00.000,2.9222,2.9253,2.9222,2.9253,8,0
2013-12-04 10:10:00.000,2.926,2.926,2.926,2.926,1,0
2013-12-04 10:12:00.000,2.9234,2.924,2.9234,2.924,3,0
2013-12-04 10:13:00.000,2.9241,2.9241,2.9241,2.9241,2,0
2013-12-04 10:14:00.000,2.9249,2.9249,2.9249,2.9249,2,0
2013-12-04 10:15:00.000,2.9251,2.9251,2.9251,2.9251,2,0
2013-12-04 10:16:00.000,2.9257,2.9257,2.9257,2.9257,2,0
2013-12-04 10:24:00.000,2.9291,2.9293,2.9291,2.9293,6,0
2013-12-04 10:25:00.000,2.93,2.9303,2.93,2.9303,5,0
2013-12-04 10:26:00.000,2.9303,2.9303,2.9276,2.9276,3,0
2013-12-04 10:32:00.000,2.9195,2.92,2.9183,2.9188,9,0
2013-12-04 10:33:00.000,2.9181,2.9181,2.9173,2.9174,6,0
2013-12-04 10:34:00.000,2.9195,2.9195,2.9195,2.9195,3,0
2013-12-04 10:42:00.000,2.9239,2.9239,2.9239,2.9239,1,0
2013-12-04 11:28:00.000,2.9294,2.9294,2.9286,2.9286,2,0
2013-12-04 11:29:00.000,2.93,2.9325,2.93,2.9325,18,0
2013-12-04 11:30:00.000,2.932,2.932,2.932,2.932,14,0
2013-12-04 11:31:00.000,2.9322,2.9325,2.9322,2.9325,13,0
2013-12-04 11:32:00.000,2.9327,2.9329,2.9325,2.9325,23,0
2013-12-04 11:33:00.000,2.9329,2.9329,2.9325,2.9325,9,0
2013-12-04 11:34:00.000,2.932,2.932,2.931,2.9312,27,0
2013-12-04 11:35:00.000,2.9316,2.9317,2.9316,2.9316,3,0
2013-12-04 11:37:00.000,2.9337,2.9337,2.9337,2.9337,1,0
2013-12-04 11:42:00.000,2.9339,2.9342,2.9339,2.9342,11,0
2013-12-04 11:43:00.000,2.9348,2.9348,2.9347,2.9348,25,0
2013-12-04 11:45:00.000,2.9345,2.9345,2.9342,2.9342,4,0
2013-12-04 11:46:00.000,2.9331,2.9345,2.9331,2.9343,11,0
2013-12-04 11:47:00.000,2.9348,2.9348,2.9343,2.9343,10,0
2013-12-04 11:48:00.000,2.9339,2.9343,2.9339,2.9339,14,0
2013-12-04 11:49:00.000,2.9343,2.9343,2.9316,2.9316,7,0
2013-12-04 11:50:00.000,2.9312,2.9312,2.9289,2.9289,25,0
2013-12-04 11:52:00.000,2.9293,2.9293,2.9293,2.9293,1,0
2013-12-04 11:53:00.000,2.9314,2.9315,2.9312,2.9315,9,0
2013-12-04 11:54:00.000,2.9326,2.9326,2.9324,2.9324,2,0
2013-12-04 12:02:00.000,2.9316,2.9316,2.931,2.931,11,0
2013-12-04 12:03:00.000,2.9306,2.9306,2.9306,2.9306,1,0
2013-12-04 12:04:00.000,2.931,2.931,2.931,2.931,4,0
2013-12-04 12:05:00.000,2.9301,2.9301,2.93,2.93,3,0
2013-12-04 12:06:00.000,2.9286,2.9286,2.9281,2.9281,5,0
2013-12-04 12:07:00.000,2.9281,2.9281,2.9281,2.9281,2,0
2013-12-04 12:10:00.000,2.9285,2.9286,2.9284,2.9284,7,0
2013-12-04 12:11:00.000,2.9291,2.9293,2.9291,2.9293,3,0
2013-12-04 12:12:00.000,2.9296,2.9296,2.9296,2.9296,1,0
2013-12-04 12:13:00.000,2.9286,2.9289,2.9286,2.9289,2,0
2013-12-04 12:16:00.000,2.922,2.9222,2.9217,2.9217,4,0
2013-12-04 12:18:00.000,2.9198,2.9199,2.9198,2.9198,15,0
2013-12-04 12:22:00.000,2.9215,2.9222,2.9214,2.9215,15,0
2013-12-04 12:24:00.000,2.922,2.922,2.922,2.922,1,0
2013-12-04 12:33:00.000,2.923,2.9231,2.923,2.9231,6,0
2013-12-04 12:34:00.000,2.9248,2.9252,2.9248,2.9252,10,0
2013-12-04 13:01:00.000,2.9269,2.9279,2.9255,2.9255,81,0
2013-12-04 13:02:00.000,2.9255,2.9255,2.9255,2.9255,1,0
2013-12-04 13:03:00.000,2.9249,2.9249,2.9249,2.9249,1,0
2013-12-04 13:04:00.000,2.9243,2.9243,2.9243,2.9243,1,0
2013-12-04 13:05:00.000,2.925,2.925,2.9249,2.9249,2,0
2013-12-04 13:06:00.000,2.9253,2.9271,2.9253,2.9269,46,0
2013-12-04 13:07:00.000,2.9248,2.9248,2.9248,2.9248,1,0
2013-12-04 13:08:00.000,2.926,2.926,2.926,2.926,1,0
2013-12-04 13:09:00.000,2.9251,2.9251,2.9251,2.9251,1,0
2013-12-04 13:11:00.000,2.9248,2.9248,2.9248,2.9248,2,0
2013-12-04 13:12:00.000,2.9265,2.9265,2.9263,2.9263,3,0
2013-12-04 13:14:00.000,2.926,2.926,2.926,2.926,1,0
2013-12-04 13:15:00.000,2.9255,2.9255,2.9255,2.9255,1,0
2013-12-04 13:20:00.000,2.9259,2.9259,2.9259,2.9259,3,0
2013-12-04 13:23:00.000,2.927,2.927,2.927,2.927,1,0
2013-12-04 13:24:00.000,2.9264,2.9264,2.9264,2.9264,1,0
2013-12-04 13:27:00.000,2.9282,2.9282,2.9282,2.9282,1,0
2013-12-04 13:28:00.000,2.9273,2.9273,2.9273,2.9273,1,0
2013-12-04 13:29:00.000,2.9276,2.9276,2.9276,2.9276,2,0
2013-12-04 13:30:00.000,2.9271,2.9271,2.9271,2.9271,1,0
2013-12-04 13:31:00.000,2.926,2.926,2.926,2.926,1,0
2013-12-04 13:32:00.000,2.9258,2.9266,2.9258,2.9266,3,0
2013-12-04 13:34:00.000,2.9262,2.9263,2.9256,2.9263,5,0
2013-12-04 13:35:00.000,2.9264,2.9264,2.926,2.926,2,0
2013-12-04 13:36:00.000,2.926,2.926,2.926,2.926,1,0
2013-12-04 13:37:00.000,2.9229,2.923,2.9229,2.923,2,0
2013-12-04 13:38:00.000,2.9228,2.9228,2.9228,2.9228,1,0
2013-12-04 13:39:00.000,2.9225,2.9237,2.9225,2.9237,3,0
2013-12-04 13:40:00.000,2.9243,2.9244,2.9243,2.9244,2,0
2013-12-04 13:41:00.000,2.9253,2.9253,2.9253,2.9253,2,0
2013-12-04 13:42:00.000,2.9258,2.9258,2.9258,2.9258,1,0
2013-12-04 13:43:00.000,2.9232,2.9241,2.9232,2.9241,3,0
2013-12-04 13:45:00.000,2.9238,2.9238,2.9238,2.9238,2,0
2013-12-04 13:46:00.000,2.9219,2.9222,2.9219,2.9222,4,0
2013-12-04 13:47:00.000,2.9229,2.9234,2.9229,2.9234,3,0
2013-12-04 13:48:00.000,2.9233,2.9233,2.9233,2.9233,1,0
2013-12-04 13:49:00.000,2.9234,2.9242,2.9234,2.9242,4,0
2013-12-04 13:51:00.000,2.9248,2.925,2.9248,2.925,4,0
2013-12-04 13:52:00.000,2.925,2.9251,2.9245,2.9245,3,0
2013-12-04 13:54:00.000,2.9232,2.9235,2.9232,2.9235,5,0
2013-12-04 13:56:00.000,2.9229,2.923,2.9229,2.923,3,0
2013-12-04 13:57:00.000,2.923,2.9232,2.923,2.9232,5,0
2013-12-04 13:58:00.000,2.9233,2.9233,2.9233,2.9233,1,0
2013-12-04 13:59:00.000,2.9228,2.9229,2.9228,2.9229,2,0
2013-12-04 14:00:00.000,2.9227,2.9229,2.9227,2.9229,4,0
2013-12-04 14:02:00.000,2.9233,2.9233,2.9232,2.9232,3,0
2013-12-04 14:03:00.000,2.9215,2.9215,2.9211,2.9211,3,0
2013-12-04 14:04:00.000,2.9213,2.9216,2.9213,2.9216,6,0
2013-12-04 14:05:00.000,2.9213,2.9213,2.9213,2.9213,2,0
2013-12-04 14:06:00.000,2.9214,2.9218,2.9214,2.9215,6,0
2013-12-04 14:07:00.000,2.9217,2.9219,2.9217,2.9219,3,0
2013-12-04 14:08:00.000,2.9223,2.9225,2.9223,2.9225,3,0
2013-12-04 14:09:00.000,2.9228,2.9228,2.9209,2.921,3,0
2013-12-04 14:10:00.000,2.9207,2.9208,2.9207,2.9208,4,0
2013-12-04 14:11:00.000,2.9212,2.9212,2.9212,2.9212,1,0
2013-12-04 14:12:00.000,2.9212,2.9212,2.9207,2.9207,2,0
2013-12-04 14:13:00.000,2.9207,2.9208,2.9195,2.9195,8,0
